species,red_list_url
Antechinus minimus,https://www.iucnredlist.org/species/40525/21946728
Antechinus stuartii,https://www.iucnredlist.org/species/40526/21946655
Dasykaluta rosamondae,https://www.iucnredlist.org/species/40527/21943336
Ningaui ridei,https://www.iucnredlist.org/species/40529/21943973
Ningaui timealeyi,https://www.iucnredlist.org/species/40530/21944037
Ningaui yvonneae,https://www.iucnredlist.org/species/40531/21943904
Planigale gilesi,https://www.iucnredlist.org/species/40533/21944830
Planigale ingrami,https://www.iucnredlist.org/species/40534/21944891
Planigale maculata,https://www.iucnredlist.org/species/40535/21944685
Planigale tenuirostris,https://www.iucnredlist.org/species/40536/21944763
Pseudantechinus macdonnellensis,https://www.iucnredlist.org/species/40537/21945598
Pseudantechinus ningbing,https://www.iucnredlist.org/species/40538/21945674
Pseudantechinus woolleyae,https://www.iucnredlist.org/species/40539/21945425
Sarcophilus harrisii,https://www.iucnredlist.org/species/40540/10331066
Sminthopsis crassicaudata,https://www.iucnredlist.org/species/40541/21948539
Sminthopsis dolichura,https://www.iucnredlist.org/species/40542/21948697
Sminthopsis gilberti,https://www.iucnredlist.org/species/40543/21948233
Sminthopsis hirtipes,https://www.iucnredlist.org/species/40544/21948399
Sminthopsis longicaudata,https://www.iucnredlist.org/species/40545/21948982
Sminthopsis macroura,https://www.iucnredlist.org/species/40546/21949068
Sminthopsis murina,https://www.iucnredlist.org/species/40547/21949138
Sminthopsis ooldea,https://www.iucnredlist.org/species/40548/21949221
Sminthopsis virginiae,https://www.iucnredlist.org/species/40549/21948773
Sminthopsis youngsoni,https://www.iucnredlist.org/species/40550/21948853
Sminthopsis bindi,https://www.iucnredlist.org/species/40551/21948917
Isoodon macrourus,https://www.iucnredlist.org/species/40552/21966494
Isoodon obesulus,https://www.iucnredlist.org/species/40553/115173603
Perameles nasuta,https://www.iucnredlist.org/species/40554/115173969
Lasiorhinus latifrons,https://www.iucnredlist.org/species/40555/21959203
Vombatus ursinus,https://www.iucnredlist.org/species/40556/21958985
Trichosurus caninus,https://www.iucnredlist.org/species/40557/21951945
Aepyprymnus rufescens,https://www.iucnredlist.org/species/40558/21961456
Hypsiprymnodon moschatus,https://www.iucnredlist.org/species/40559/21963734
Notamacropus agilis,https://www.iucnredlist.org/species/40560/21954106
Osphranter antilopinus,https://www.iucnredlist.org/species/40561/21953729
Notamacropus dorsalis,https://www.iucnredlist.org/species/40562/21953658
Macropus fuliginosus,https://www.iucnredlist.org/species/40563/21953972
Notamacropus parryi,https://www.iucnredlist.org/species/40564/21953894
Osphranter robustus,https://www.iucnredlist.org/species/40565/21953431
Notamacropus rufogriseus,https://www.iucnredlist.org/species/40566/21953329
Osphranter rufus,https://www.iucnredlist.org/species/40567/21953534
Onychogalea unguifera,https://www.iucnredlist.org/species/40568/21958021
Petrogale assimilis,https://www.iucnredlist.org/species/40569/21954955
Petrogale brachyotis,https://www.iucnredlist.org/species/40570/21954883
Thylogale billardierii,https://www.iucnredlist.org/species/40571/21958627
Thylogale thetis,https://www.iucnredlist.org/species/40573/21958455
Thylogale stigmatica,https://www.iucnredlist.org/species/40574/21958270
Wallabia bicolor,https://www.iucnredlist.org/species/40575/21952658
Cercartetus concinnus,https://www.iucnredlist.org/species/40576/21963278
Cercartetus lepidus,https://www.iucnredlist.org/species/40577/21963428
Cercartetus nanus,https://www.iucnredlist.org/species/40578/21963504
Petauroides volans,https://www.iucnredlist.org/species/40579/166500472
Petropseudes dahli,https://www.iucnredlist.org/species/40580/21962333
Pseudocheirus peregrinus,https://www.iucnredlist.org/species/40581/21963019
Pseudochirops coronatus,https://www.iucnredlist.org/species/40582/21962888
Tarsipes rostratus,https://www.iucnredlist.org/species/40583/21958924
Acrobates pygmaeus,https://www.iucnredlist.org/species/40584/21963834
Trichosurus vulpecula,https://www.iucnredlist.org/species/40585/21952080
Microgale cowani,https://www.iucnredlist.org/species/40586/97190403
Microgale dobsoni,https://www.iucnredlist.org/species/40587/97190623
Oryzorictes hova,https://www.iucnredlist.org/species/40589/97203050
Oryzorictes tetradactylus,https://www.iucnredlist.org/species/40591/97203290
Echinops telfairi,https://www.iucnredlist.org/species/40592/97188634
Hemicentetes semispinosus,https://www.iucnredlist.org/species/40593/97189434
Setifer setosus,https://www.iucnredlist.org/species/40594/97203842
Tenrec ecaudatus,https://www.iucnredlist.org/species/40595/97204107
Carpitalpa arendsi,https://www.iucnredlist.org/species/40596/21289173
Huetia leucorhina,https://www.iucnredlist.org/species/40597/21288887
Chrysochloris asiatica,https://www.iucnredlist.org/species/40600/21288387
Chrysochloris stuhlmanni,https://www.iucnredlist.org/species/40601/21288271
Atelerix albiventris,https://www.iucnredlist.org/species/40602/115174097
Echinosorex gymnura,https://www.iucnredlist.org/species/40603/22326807
Erinaceus amurensis,https://www.iucnredlist.org/species/40604/115174360
Erinaceus concolor,https://www.iucnredlist.org/species/40605/197506348
Paraechinus aethiopicus,https://www.iucnredlist.org/species/40606/22326233
Hemiechinus auritus,https://www.iucnredlist.org/species/40607/197510528
Hemiechinus collaris,https://www.iucnredlist.org/species/40608/22324478
Paraechinus micropus,https://www.iucnredlist.org/species/40609/22326424
Paraechinus hypomelas,https://www.iucnredlist.org/species/40610/115174910
Hylomys suillus,https://www.iucnredlist.org/species/40611/115175083
Mesechinus dauuricus,https://www.iucnredlist.org/species/40612/115175251
Blarinella quadraticauda,https://www.iucnredlist.org/species/40613/22283477
Chimarrogale himalayica,https://www.iucnredlist.org/species/40614/115175470
Chimarrogale platycephalus,https://www.iucnredlist.org/species/40615/22282290
Chimarrogale styani,https://www.iucnredlist.org/species/40616/115175620
Crocidura aleksandrisi,https://www.iucnredlist.org/species/40617/22295522
Crocidura arabica,https://www.iucnredlist.org/species/40618/22295560
Crocidura batesi,https://www.iucnredlist.org/species/40620/22295796
Crocidura bottegi,https://www.iucnredlist.org/species/40621/115175776
Crocidura buettikoferi,https://www.iucnredlist.org/species/40622/22295963
Crocidura pachyura,https://www.iucnredlist.org/species/40623/22296091
Crocidura crossei,https://www.iucnredlist.org/species/40624/115175904
Crocidura cyanea,https://www.iucnredlist.org/species/40625/115176043
Crocidura denti,https://www.iucnredlist.org/species/40626/22294411
Crocidura dsinezumi,https://www.iucnredlist.org/species/40627/115176222
Crocidura dolichura,https://www.iucnredlist.org/species/40628/115176367
Crocidura douceti,https://www.iucnredlist.org/species/40629/22295053
Crocidura elongata,https://www.iucnredlist.org/species/40630/22294921
Crocidura fuliginosa,https://www.iucnredlist.org/species/40631/115176525
Crocidura fulvastra,https://www.iucnredlist.org/species/40632/115176689
Crocidura fuscomurina,https://www.iucnredlist.org/species/40633/115176835
Indopacetus pacificus,https://www.iucnredlist.org/species/40635/50380449
Pseudantechinus bilarni,https://www.iucnredlist.org/species/40636/21945319
Ailurops ursinus,https://www.iucnredlist.org/species/40637/21949654
Pseudochirulus canescens,https://www.iucnredlist.org/species/40638/21961626
Pseudochirulus forbesi,https://www.iucnredlist.org/species/40639/21961873
Pseudochirulus mayeri,https://www.iucnredlist.org/species/40640/21961792
Pseudochirulus schlegeli,https://www.iucnredlist.org/species/40641/21962129
Leontopithecus chrysomelas,https://www.iucnredlist.org/species/40643/192327573
Saguinus bicolor,https://www.iucnredlist.org/species/40644/192551696
Cercopithecus mitis ssp. albogularis,https://www.iucnredlist.org/species/40645/210337748
Cercopithecus wolfi ssp. wolfi,https://www.iucnredlist.org/species/40646/92573316
Papio anubis,https://www.iucnredlist.org/species/40647/17953200
Piliocolobus parmentieri,https://www.iucnredlist.org/species/40648/166604269
Galagoides demidoff,https://www.iucnredlist.org/species/40649/17962255
Paragalago orinus,https://www.iucnredlist.org/species/40651/190242954
Paragalago rondoensis,https://www.iucnredlist.org/species/40652/17962115
Galagoides thomasi,https://www.iucnredlist.org/species/40653/17962691
Gambelia sila,https://www.iucnredlist.org/species/40690/10336468
Craterocephalus fluviatilis,https://www.iucnredlist.org/species/40692/123379212
Nomorhamphus celebensis,https://www.iucnredlist.org/species/40693/90981218
Zenarchopterus robertsi,https://www.iucnredlist.org/species/40694/127951140
Gymnocharacinus bergii,https://www.iucnredlist.org/species/40695/119048712
Moxostoma ariommum,https://www.iucnredlist.org/species/40696/18231287
Cobitis maroccana,https://www.iucnredlist.org/species/40697/137234624
Misgurnus fossilis,https://www.iucnredlist.org/species/40698/10351495
Garra andruzzii,https://www.iucnredlist.org/species/40703/10352666
Rutilus meidingeri,https://www.iucnredlist.org/species/40705/10353240
Paretroplus damii,https://www.iucnredlist.org/species/40706/176845102
Glossogobius flavipinnis,https://www.iucnredlist.org/species/40707/90982306
Ninnigobius canestrinii,https://www.iucnredlist.org/species/40708/136230710
Perca schrenkii,https://www.iucnredlist.org/species/40709/156765012
Stegastes sanctipauli,https://www.iucnredlist.org/species/40711/2933145
Silurus aristotelis,https://www.iucnredlist.org/species/40712/10355428
Silurus glanis,https://www.iucnredlist.org/species/40713/10356149
Phreatobius cisternarum,https://www.iucnredlist.org/species/40714/140647056
Syngnathoides biaculeatus,https://www.iucnredlist.org/species/40715/67622796
Pyrenaearia cotiellae,https://www.iucnredlist.org/species/40718/10358573
Typhaeus hiostius,https://www.iucnredlist.org/species/40723/48037446
Pseudophoxinus handlirschi,https://www.iucnredlist.org/species/40747/19007061
Leucocephalon yuwonoi,https://www.iucnredlist.org/species/40761/2933851
Nesoryzomys narboroughi,https://www.iucnredlist.org/species/40765/22390714
Nilopegamys plumbeus,https://www.iucnredlist.org/species/40766/22431448
Dryomys niethammeri,https://www.iucnredlist.org/species/40767/22223133
Geoxus annectens,https://www.iucnredlist.org/species/40768/22345036
Hippocampus subelongatus,https://www.iucnredlist.org/species/40773/54906710
Arielulus cuprosus,https://www.iucnredlist.org/species/40775/22134373
Arielulus societatis,https://www.iucnredlist.org/species/40776/22134204
Alsodes tumultuosus,https://www.iucnredlist.org/species/40785/79810485
Trachypithecus hatinhensis,https://www.iucnredlist.org/species/40789/196139355
Borikenophis sanctaecrucis,https://www.iucnredlist.org/species/40791/115177079
Elgaria panamintina,https://www.iucnredlist.org/species/40792/10355592
Liolaemus gravenhorstii,https://www.iucnredlist.org/species/40794/61317803
Nactus coindemirensis,https://www.iucnredlist.org/species/40795/13482515
Oligosoma lichenigerum,https://www.iucnredlist.org/species/40796/101743623
Carcharhinus amblyrhynchoides,https://www.iucnredlist.org/species/40797/68611625
Philautus poecilius,https://www.iucnredlist.org/species/40798/58476271
Limnonectes diuatus,https://www.iucnredlist.org/species/40799/58476417
Ochotona hoffmanni,https://www.iucnredlist.org/species/40800/45181807
Hippocampus barbouri,https://www.iucnredlist.org/species/40802/54906903
Coryphantha hintoniorum,https://www.iucnredlist.org/species/40818/121622428
Coryphantha vogtherriana,https://www.iucnredlist.org/species/40823/121436643
Mammillaria berkiana,https://www.iucnredlist.org/species/40827/121499823
Mammillaria guelzowiana,https://www.iucnredlist.org/species/40836/121499961
Mammillaria guillauminiana,https://www.iucnredlist.org/species/40837/121500102
Mammillaria luethyi,https://www.iucnredlist.org/species/40839/121500240
Mammillaria painteri,https://www.iucnredlist.org/species/40843/121500378
Mammillaria weingartiana,https://www.iucnredlist.org/species/40854/121500485
Tacinga werneri,https://www.iucnredlist.org/species/40859/121555368
Pseudoacanthocereus brasiliensis,https://www.iucnredlist.org/species/40861/121555507
Rhipsalis russellii,https://www.iucnredlist.org/species/40862/121555699
Rhipsalis oblonga,https://www.iucnredlist.org/species/40863/121555902
Rhipsalis cereoides,https://www.iucnredlist.org/species/40868/121556079
Rhipsalis sulcata,https://www.iucnredlist.org/species/40869/121556249
Rhipsalis pilocarpa,https://www.iucnredlist.org/species/40871/121556373
Rhipsalis hoelleri,https://www.iucnredlist.org/species/40872/121556561
Schlumbergera microsphaerica,https://www.iucnredlist.org/species/40874/121556682
Schlumbergera opuntioides,https://www.iucnredlist.org/species/40875/121556845
Brasilicereus markgrafii,https://www.iucnredlist.org/species/40876/121436787
Cipocereus bradei,https://www.iucnredlist.org/species/40880/121436932
Pierrebraunia bahiensis,https://www.iucnredlist.org/species/40883/121557004
Arrojadoa dinae,https://www.iucnredlist.org/species/40885/121437076
Pilosocereus arrabidae,https://www.iucnredlist.org/species/40889/121557159
Pilosocereus glaucochrous,https://www.iucnredlist.org/species/40892/121557340
Pilosocereus floccosus,https://www.iucnredlist.org/species/40893/121557462
Pilosocereus fulvilanatus,https://www.iucnredlist.org/species/40896/121557601
Pilosocereus aureispinus,https://www.iucnredlist.org/species/40901/121557719
Pilosocereus piauhyensis,https://www.iucnredlist.org/species/40903/121557847
Micranthocereus albicephalus,https://www.iucnredlist.org/species/40905/121500617
Tacinga braunii,https://www.iucnredlist.org/species/40911/121557984
Melocactus pachyacanthus,https://www.iucnredlist.org/species/40919/121500944
Melocactus paucispinus,https://www.iucnredlist.org/species/40924/121501119
Melocactus violaceus,https://www.iucnredlist.org/species/40925/121501259
Facheiroa ulei,https://www.iucnredlist.org/species/40929/121501475
Facheiroa cephaliomelana,https://www.iucnredlist.org/species/40930/121501606
Espostoopsis dybowskii,https://www.iucnredlist.org/species/40933/121501760
Arthrocereus melanurus,https://www.iucnredlist.org/species/40934/121437273
Arthrocereus rondonianus,https://www.iucnredlist.org/species/40938/121437446
Discocactus zehntneri,https://www.iucnredlist.org/species/40940/121437579
Discocactus bahiensis,https://www.iucnredlist.org/species/40943/121437738
Discocactus heptacanthus,https://www.iucnredlist.org/species/40944/121437949
Discocactus catingicola,https://www.iucnredlist.org/species/40945/121438155
Discocactus placentiformis,https://www.iucnredlist.org/species/40946/121438315
Discocactus horstii,https://www.iucnredlist.org/species/40948/121438521
Astrophytum asterias,https://www.iucnredlist.org/species/40961/121438670
Lophophora diffusa,https://www.iucnredlist.org/species/40967/121501921
Turbinicarpus lophophoroides,https://www.iucnredlist.org/species/40981/121558149
Turbinicarpus pseudopectinatus,https://www.iucnredlist.org/species/40986/121558336
Turbinicarpus schmiedickeanus,https://www.iucnredlist.org/species/40989/121558503
Turbinicarpus valdezianus,https://www.iucnredlist.org/species/41000/121558667
Turbinicarpus viereckii,https://www.iucnredlist.org/species/41001/121558843
Hippocampus guttulatus,https://www.iucnredlist.org/species/41006/67617766
Hippocampus algiricus,https://www.iucnredlist.org/species/41007/54907846
Hippocampus comes,https://www.iucnredlist.org/species/41008/128958172
Hippocampus fisheri,https://www.iucnredlist.org/species/41009/54908481
Hippocampus kelloggi,https://www.iucnredlist.org/species/41010/54908593
Equus quagga,https://www.iucnredlist.org/species/41013/45172424
Mazama bororo,https://www.iucnredlist.org/species/41023/22155086
Piliocolobus epieni,https://www.iucnredlist.org/species/41024/92656391
Piliocolobus pennantii,https://www.iucnredlist.org/species/41025/92653653
Piliocolobus preussi,https://www.iucnredlist.org/species/41026/92633245
Litoria andiirrmalin,https://www.iucnredlist.org/species/41028/78434732
Litoria booroolongensis,https://www.iucnredlist.org/species/41029/78433851
Syngnathus watermeyeri,https://www.iucnredlist.org/species/41030/67621860
Litoria cavernicola,https://www.iucnredlist.org/species/41031/78434022
Litoria cooloolensis,https://www.iucnredlist.org/species/41032/78434544
Litoria freycineti,https://www.iucnredlist.org/species/41033/78433464
Litoria jervisiensis,https://www.iucnredlist.org/species/41035/78433653
Litoria olongburensis,https://www.iucnredlist.org/species/41037/78432801
Litoria subglandulosa,https://www.iucnredlist.org/species/41038/78433011
Cophixalus mcdonaldi,https://www.iucnredlist.org/species/41039/78433189
Cophixalus neglectus,https://www.iucnredlist.org/species/41040/78433331
Cophixalus saxatilis,https://www.iucnredlist.org/species/41041/78437984
Cophixalus peninsularis,https://www.iucnredlist.org/species/41042/78437730
Cophixalus zweifeli,https://www.iucnredlist.org/species/41043/78438380
Crinia sloanei,https://www.iucnredlist.org/species/41044/78438310
Crinia tinnula,https://www.iucnredlist.org/species/41045/78437129
Heleioporus australiacus,https://www.iucnredlist.org/species/41046/78436864
Notaden weigeli,https://www.iucnredlist.org/species/41047/78437486
Pseudophryne covacevichae,https://www.iucnredlist.org/species/41048/78437322
Pseudophryne douglasi,https://www.iucnredlist.org/species/41049/78436153
Pseudophryne pengilleyi,https://www.iucnredlist.org/species/41050/78435819
Pseudophryne semimarmorata,https://www.iucnredlist.org/species/41051/78436624
Spicospina flammocaerulea,https://www.iucnredlist.org/species/41052/78436343
Uperoleia arenicola,https://www.iucnredlist.org/species/41053/78435168
Uperoleia aspera,https://www.iucnredlist.org/species/41054/78434963
Uperoleia borealis,https://www.iucnredlist.org/species/41055/78435730
Uperoleia crassa,https://www.iucnredlist.org/species/41056/78435387
Uperoleia martini,https://www.iucnredlist.org/species/41057/78445128
Uperoleia micromeles,https://www.iucnredlist.org/species/41058/78445055
Uperoleia minima,https://www.iucnredlist.org/species/41059/78444973
Uperoleia mjobergii,https://www.iucnredlist.org/species/41060/78444893
Uperoleia talpa,https://www.iucnredlist.org/species/41061/78445297
Uperoleia tyleri,https://www.iucnredlist.org/species/41063/78445204
Pseudobatos horkelii,https://www.iucnredlist.org/species/41064/2951089
Cyclorana alboguttata,https://www.iucnredlist.org/species/41066/78445536
Cyclorana australis,https://www.iucnredlist.org/species/41067/78445460
Cyclorana brevipes,https://www.iucnredlist.org/species/41068/78445370
Cyclorana cryptotis,https://www.iucnredlist.org/species/41069/78446014
Cyclorana cultripes,https://www.iucnredlist.org/species/41070/78445943
Cyclorana longipes,https://www.iucnredlist.org/species/41071/78445790
Cyclorana maculosa,https://www.iucnredlist.org/species/41072/78445635
Cyclorana maini,https://www.iucnredlist.org/species/41073/78446452
Cyclorana manya,https://www.iucnredlist.org/species/41074/78446692
Cyclorana novaehollandiae,https://www.iucnredlist.org/species/41075/78446087
Cyclorana vagitus,https://www.iucnredlist.org/species/41077/78447303
Cyclorana verrucosa,https://www.iucnredlist.org/species/41078/78447540
Litoria adelaidensis,https://www.iucnredlist.org/species/41079/78446946
Litoria bicolor,https://www.iucnredlist.org/species/41080/78447185
Litoria burrowsi,https://www.iucnredlist.org/species/41081/78448009
Litoria caerulea,https://www.iucnredlist.org/species/41082/78448102
Litoria chloris,https://www.iucnredlist.org/species/41083/78447769
Litoria citropa,https://www.iucnredlist.org/species/41084/78447893
Litoria coplandi,https://www.iucnredlist.org/species/41085/78448430
Litoria cyclorhyncha,https://www.iucnredlist.org/species/41086/78448516
Litoria dahlii,https://www.iucnredlist.org/species/41087/78448261
Litoria electrica,https://www.iucnredlist.org/species/41088/78448350
Litoria eucnemis,https://www.iucnredlist.org/species/41089/78448783
Litoria ewingii,https://www.iucnredlist.org/species/41090/78448605
Litoria fallax,https://www.iucnredlist.org/species/41091/78448993
Litoria gilleni,https://www.iucnredlist.org/species/41092/78448901
Litoria inermis,https://www.iucnredlist.org/species/41094/78449152
Litoria infrafrenata,https://www.iucnredlist.org/species/41095/78449570
Litoria latopalmata,https://www.iucnredlist.org/species/41096/78449349
Litoria longirostris,https://www.iucnredlist.org/species/41097/78449747
Litoria microbelos,https://www.iucnredlist.org/species/41099/78449924
Litoria moorei,https://www.iucnredlist.org/species/41100/78449826
Litoria nasuta,https://www.iucnredlist.org/species/41101/78450125
Litoria nigrofrenata,https://www.iucnredlist.org/species/41102/78450005
Litoria pallida,https://www.iucnredlist.org/species/41103/78450341
Litoria paraewingi,https://www.iucnredlist.org/species/41104/78450248
Litoria peronii,https://www.iucnredlist.org/species/41105/78450421
Litoria personata,https://www.iucnredlist.org/species/41106/78450572
Litoria revelata,https://www.iucnredlist.org/species/41108/78450788
Litoria rothii,https://www.iucnredlist.org/species/41109/78450904
Litoria rubella,https://www.iucnredlist.org/species/41110/78451019
Litoria splendida,https://www.iucnredlist.org/species/41111/78451157
Litoria tornieri,https://www.iucnredlist.org/species/41112/78451280
Litoria tyleri,https://www.iucnredlist.org/species/41113/122049280
Litoria xanthomera,https://www.iucnredlist.org/species/41116/78451476
Cophixalus bombiens,https://www.iucnredlist.org/species/41117/78451572
Cophixalus concinnus,https://www.iucnredlist.org/species/41118/78451677
Cophixalus crepitans,https://www.iucnredlist.org/species/41119/78451805
Cophixalus exiguus,https://www.iucnredlist.org/species/41120/78451912
Cophixalus hosmeri,https://www.iucnredlist.org/species/41121/78439368
Cophixalus infacetus,https://www.iucnredlist.org/species/41122/78439270
Crinia bilingua,https://www.iucnredlist.org/species/41132/78440009
Crinia deserticola,https://www.iucnredlist.org/species/41133/78439920
Crinia georgiana,https://www.iucnredlist.org/species/41134/78439759
Crinia glauerti,https://www.iucnredlist.org/species/41135/78439612
Crinia insignifera,https://www.iucnredlist.org/species/41136/78439518
Crinia parinsignifera,https://www.iucnredlist.org/species/41137/78441199
Crinia pseudinsignifera,https://www.iucnredlist.org/species/41138/78441324
Crinia remota,https://www.iucnredlist.org/species/41139/78441086
Crinia signifera,https://www.iucnredlist.org/species/41141/78440834
Crinia subinsignifera,https://www.iucnredlist.org/species/41142/78440937
Crinia tasmaniensis,https://www.iucnredlist.org/species/41143/78440625
Geocrinia laevis,https://www.iucnredlist.org/species/41144/78440727
Geocrinia leai,https://www.iucnredlist.org/species/41145/78442044
Geocrinia lutea,https://www.iucnredlist.org/species/41146/78442126
Geocrinia rosea,https://www.iucnredlist.org/species/41147/78441853
Geocrinia victoriana,https://www.iucnredlist.org/species/41148/78441944
Heleioporus barycragus,https://www.iucnredlist.org/species/41149/78441691
Heleioporus eyrei,https://www.iucnredlist.org/species/41150/78441768
Heleioporus inornatus,https://www.iucnredlist.org/species/41151/78441483
Heleioporus psammophilus,https://www.iucnredlist.org/species/41152/78441599
Limnodynastes convexiusculus,https://www.iucnredlist.org/species/41156/78442690
Limnodynastes depressus,https://www.iucnredlist.org/species/41157/78442336
Limnodynastes dorsalis,https://www.iucnredlist.org/species/41158/78442210
Limnodynastes dumerilii,https://www.iucnredlist.org/species/41159/78442553
Limnodynastes fletcheri,https://www.iucnredlist.org/species/41160/78442424
Limnodynastes interioris,https://www.iucnredlist.org/species/41161/78443257
Platyplectrum ornatum,https://www.iucnredlist.org/species/41162/78443171
Limnodynastes peronii,https://www.iucnredlist.org/species/41163/78443487
Limnodynastes salmini,https://www.iucnredlist.org/species/41164/78443382
Platyplectrum spenceri,https://www.iucnredlist.org/species/41165/78442904
Limnodynastes tasmaniensis,https://www.iucnredlist.org/species/41166/78442800
Limnodynastes terraereginae,https://www.iucnredlist.org/species/41167/78443072
Metacrinia nichollsi,https://www.iucnredlist.org/species/41169/78443859
Mixophyes schevilli,https://www.iucnredlist.org/species/41170/78443936
Myobatrachus gouldii,https://www.iucnredlist.org/species/41171/78444058
Neobatrachus albipes,https://www.iucnredlist.org/species/41172/78444135
Neobatrachus aquilonius,https://www.iucnredlist.org/species/41173/78443607
Neobatrachus fulvus,https://www.iucnredlist.org/species/41175/78443690
Neobatrachus kunapalari,https://www.iucnredlist.org/species/41176/78443773
Neobatrachus pelobatoides,https://www.iucnredlist.org/species/41177/78444604
Neobatrachus pictus,https://www.iucnredlist.org/species/41178/78444700
Neobatrachus sutor,https://www.iucnredlist.org/species/41180/78444798
Neobatrachus wilsmorei,https://www.iucnredlist.org/species/41181/78444218
Notaden bennettii,https://www.iucnredlist.org/species/41182/78444315
Notaden melanoscaphus,https://www.iucnredlist.org/species/41183/78444429
Notaden nichollsi,https://www.iucnredlist.org/species/41184/78444515
Paracrinia haswelli,https://www.iucnredlist.org/species/41185/78429543
Pseudophryne coriacea,https://www.iucnredlist.org/species/41186/78429661
Pseudophryne dendyi,https://www.iucnredlist.org/species/41187/78429765
Pseudophryne guentheri,https://www.iucnredlist.org/species/41188/78429857
Pseudophryne major,https://www.iucnredlist.org/species/41189/78429957
Uperoleia altissima,https://www.iucnredlist.org/species/41191/78430151
Uperoleia fusca,https://www.iucnredlist.org/species/41193/78428716
Uperoleia glandulosa,https://www.iucnredlist.org/species/41194/78428814
Uperoleia inundata,https://www.iucnredlist.org/species/41195/78429063
Uperoleia laevigata,https://www.iucnredlist.org/species/41196/78429143
Uperoleia lithomoda,https://www.iucnredlist.org/species/41197/78429260
Uperoleia littlejohni,https://www.iucnredlist.org/species/41198/78429370
Uperoleia mimula,https://www.iucnredlist.org/species/41199/78429455
Uperoleia russelli,https://www.iucnredlist.org/species/41201/78428627
Papurana daemeli,https://www.iucnredlist.org/species/41202/78428480
Cercopithecus nictitans ssp. stampflii,https://www.iucnredlist.org/species/41208/17984834
Nesolagus timminsi,https://www.iucnredlist.org/species/41209/45181925
Praomys degraaffi,https://www.iucnredlist.org/species/41210/22417714
Praomys obscurus,https://www.iucnredlist.org/species/41211/115177231
Lemniscomys zebra,https://www.iucnredlist.org/species/41212/115177399
Isanophis boonsongi,https://www.iucnredlist.org/species/41214/2951873
Ariocarpus kotschoubeyanus,https://www.iucnredlist.org/species/41217/121435216
Cumarinia odorata,https://www.iucnredlist.org/species/41221/121438877
Occidozyga diminutiva,https://www.iucnredlist.org/species/41225/176744617
Alcalus mariae,https://www.iucnredlist.org/species/41226/175776871
Vhembelacerta rupicola,https://www.iucnredlist.org/species/41227/197402495
Australolacerta australis,https://www.iucnredlist.org/species/41228/197402646
Cryptactites peringueyi,https://www.iucnredlist.org/species/41229/197402765
Acontias rieppeli,https://www.iucnredlist.org/species/41230/197402954
Limnonectes leytensis,https://www.iucnredlist.org/species/41231/114914662
Limnonectes visayanus,https://www.iucnredlist.org/species/41232/58476722
Limnonectes parvus,https://www.iucnredlist.org/species/41233/58476941
Limnonectes woodworthi,https://www.iucnredlist.org/species/41234/114914828
Gastrotheca albolineata,https://www.iucnredlist.org/species/41235/172199043
Quasipaa fasciculispina,https://www.iucnredlist.org/species/41237/172380953
Limnonectes kohchangae,https://www.iucnredlist.org/species/41238/87509537
Limnonectes namiyei,https://www.iucnredlist.org/species/41239/177178607
Alcalus tasanae,https://www.iucnredlist.org/species/41240/117555572
Lyciasalamandra luschani,https://www.iucnredlist.org/species/41241/89698259
Cercopithecus mitis ssp. labiatus,https://www.iucnredlist.org/species/41245/92567770
Coregonus baunti,https://www.iucnredlist.org/species/41246/2952918
Dawkinsia srilankensis,https://www.iucnredlist.org/species/41247/174832128
Micropanchax loati,https://www.iucnredlist.org/species/41248/84245239
Cambarus chasmodactylus,https://www.iucnredlist.org/species/41250/10424397
Ochotona alpina,https://www.iucnredlist.org/species/41255/45182115
Ochotona cansus,https://www.iucnredlist.org/species/41256/45182335
Ochotona collaris,https://www.iucnredlist.org/species/41257/45182533
Ochotona curzoniae,https://www.iucnredlist.org/species/41258/160699229
Ochotona dauurica,https://www.iucnredlist.org/species/41259/45182905
Ochotona erythrotis,https://www.iucnredlist.org/species/41260/45183115
Ochotona gloveri,https://www.iucnredlist.org/species/41261/45183256
Ochotona ladacensis,https://www.iucnredlist.org/species/41264/45183725
Ochotona macrotis,https://www.iucnredlist.org/species/41265/45183918
Ochotona princeps,https://www.iucnredlist.org/species/41267/45184315
Ochotona roylei,https://www.iucnredlist.org/species/41268/45184591
Ochotona rufescens,https://www.iucnredlist.org/species/41269/45184750
Ochotona rutila,https://www.iucnredlist.org/species/41270/45184897
Ochotona thibetana,https://www.iucnredlist.org/species/41271/45185018
Lepus alleni,https://www.iucnredlist.org/species/41272/45185265
Lepus americanus,https://www.iucnredlist.org/species/41273/45185466
Lepus arcticus,https://www.iucnredlist.org/species/41274/45185887
Lepus brachyurus,https://www.iucnredlist.org/species/41275/45186064
Lepus californicus,https://www.iucnredlist.org/species/41276/45186309
Lepus capensis,https://www.iucnredlist.org/species/41277/45186750
Lepus comus,https://www.iucnredlist.org/species/41278/45187160
Lepus coreanus,https://www.iucnredlist.org/species/41279/161750768
Lepus europaeus,https://www.iucnredlist.org/species/41280/45187424
Lepus mandshuricus,https://www.iucnredlist.org/species/41281/45187882
Lepus nigricollis,https://www.iucnredlist.org/species/41282/45188041
Lepus oiostolus,https://www.iucnredlist.org/species/41283/45188432
